rec_id_hour,datetime,season_hour,year_hour,month_hour,hour,holiday_hour,weekday_hour,workingday_hour,weather_condition_hour,temp_hour,atemp_hour,humidity_hour,windspeed_hour,casual_hour,registered_hour,total_count_hour,rec_id_day,season_day,year_day,month_day,holiday_day,weekday_day,workingday_day,weather_condition_day,temp_day,atemp_day,humidity_day,windspeed_day,casual_day,registered_day,total_count_day,workingday_label,season_label,month_label
242,2011-08-30,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3.0,51.0,54.0,242,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775.0,4429,5204,workingday,musim_gugur,August
243,2011-08-31,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0,243,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688.0,4370,5058,workingday,musim_gugur,August
244,2011-09-01,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0,244,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783.0,4332,5115,workingday,musim_gugur,September
245,2011-09-02,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6.0,46.0,52.0,245,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875.0,3852,4727,workingday,musim_gugur,September
246,2011-09-03,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3.0,60.0,63.0,246,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935.0,2549,4484,holiday,musim_gugur,September
247,2011-09-04,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2.0,45.0,47.0,247,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2266.75,2419,4940,holiday,musim_gugur,September
248,2011-09-05,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4.0,72.0,76.0,248,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236.0,2115,3351,holiday,musim_gugur,September
249,2011-09-06,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6.0,130.0,136.0,249,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204.0,2506,2710,workingday,musim_gugur,September
250,2011-09-07,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1.0,94.0,95.0,250,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118.0,1878,1996,workingday,musim_gugur,September
251,2011-09-08,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0.0,51.0,51.0,251,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153.0,1689,1842,workingday,musim_gugur,September
252,2011-09-09,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0.0,32.0,32.0,252,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417.0,3127,3544,workingday,musim_gugur,September
253,2011-09-10,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0.0,20.0,20.0,253,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750.0,3595,5345,holiday,musim_gugur,September
254,2011-09-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1.0,28.0,29.0,254,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633.0,3413,5046,holiday,musim_gugur,September
255,2011-09-12,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1.0,18.0,19.0,255,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690.0,4023,4713,workingday,musim_gugur,September
256,2011-09-13,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0.0,7.0,7.0,256,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701.0,4062,4763,workingday,musim_gugur,September
257,2011-09-14,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0.0,6.0,6.0,257,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647.0,4138,4785,workingday,musim_gugur,September
258,2011-09-15,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0.0,1.0,1.0,258,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428.0,3231,3659,workingday,musim_gugur,September
259,2011-09-16,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0.0,5.0,5.0,259,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742.0,4018,4760,workingday,musim_gugur,September
260,2011-09-17,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0.0,16.0,16.0,260,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434.0,3077,4511,holiday,musim_gugur,September
261,2011-09-18,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0.0,54.0,54.0,261,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353.0,2921,4274,holiday,musim_gugur,September
262,2011-09-19,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3.0,125.0,128.0,262,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691.0,3848,4539,workingday,musim_gugur,September
263,2011-09-20,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3.0,78.0,81.0,263,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438.0,3203,3641,workingday,musim_gugur,September
264,2011-09-21,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0.0,39.0,39.0,264,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539.0,3813,4352,workingday,musim_gugur,September
265,2011-09-22,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3.0,32.0,35.0,265,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555.0,4240,4795,workingday,musim_gugur,September
266,2011-09-23,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3.0,52.0,55.0,266,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258.0,2137,2395,workingday,musim_dingin,September
267,2011-09-24,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0.0,49.0,49.0,267,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776.0,3647,5423,holiday,musim_dingin,September
268,2011-09-25,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0.0,44.0,44.0,268,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544.0,3466,5010,holiday,musim_dingin,September
269,2011-09-26,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1.0,48.0,49.0,269,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684.0,3946,4630,workingday,musim_dingin,September
270,2011-09-27,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5.0,63.0,68.0,270,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477.0,3643,4120,workingday,musim_dingin,September
271,2011-09-28,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0.0,139.0,139.0,271,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480.0,3427,3907,workingday,musim_dingin,September
272,2011-09-29,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2.0,135.0,137.0,272,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653.0,4186,4839,workingday,musim_dingin,September
273,2011-09-30,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1.0,82.0,83.0,273,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830.0,4372,5202,workingday,musim_dingin,September
274,2011-10-01,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2.0,54.0,56.0,274,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480.0,1949,2429,holiday,musim_dingin,October
275,2011-10-02,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0.0,57.0,57.0,275,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616.0,2302,2918,holiday,musim_dingin,October
276,2011-10-03,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1.0,32.0,33.0,276,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330.0,3240,3570,workingday,musim_dingin,October
277,2011-10-04,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1.0,19.0,20.0,277,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486.0,3970,4456,workingday,musim_dingin,October
278,2011-10-05,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1.0,6.0,7.0,278,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559.0,4267,4826,workingday,musim_dingin,October
279,2011-10-06,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0.0,2.0,2.0,279,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639.0,4126,4765,workingday,musim_dingin,October
280,2011-10-07,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0.0,2.0,2.0,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949.0,4036,4985,workingday,musim_dingin,October
281,2011-10-08,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0.0,3.0,3.0,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235.0,3174,5409,holiday,musim_dingin,October
282,2011-10-09,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2266.75,3114,5511,holiday,musim_dingin,October
283,2011-10-10,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0.0,3.0,3.0,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514.0,3603,5117,holiday,musim_dingin,October
284,2011-10-11,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0.0,28.0,28.0,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667.0,3896,4563,workingday,musim_dingin,October
285,2011-10-12,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0.0,72.0,72.0,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217.0,2199,2416,workingday,musim_dingin,October
286,2011-10-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5.0,197.0,202.0,286,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290.0,2623,2913,workingday,musim_dingin,October
287,2011-10-14,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2.0,137.0,139.0,287,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529.0,3115,3644,workingday,musim_dingin,October
288,2011-10-15,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2.0,36.0,38.0,288,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899.0,3318,5217,holiday,musim_dingin,October
289,2011-10-16,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4.0,33.0,37.0,289,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748.0,3293,5041,holiday,musim_dingin,October
290,2011-10-17,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3.0,49.0,52.0,290,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713.0,3857,4570,workingday,musim_dingin,October
291,2011-10-18,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2.0,81.0,83.0,291,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637.0,4111,4748,workingday,musim_dingin,October
292,2011-10-19,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3.0,39.0,42.0,292,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254.0,2170,2424,workingday,musim_dingin,October
293,2011-10-20,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5.0,55.0,60.0,293,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471.0,3724,4195,workingday,musim_dingin,October
294,2011-10-21,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2.0,76.0,78.0,294,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676.0,3628,4304,workingday,musim_dingin,October
295,2011-10-22,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4.0,158.0,162.0,295,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499.0,2809,4308,holiday,musim_dingin,October
296,2011-10-23,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3.0,141.0,144.0,296,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619.0,2762,4381,holiday,musim_dingin,October
297,2011-10-24,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1.0,98.0,99.0,297,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699.0,3488,4187,workingday,musim_dingin,October
298,2011-10-25,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0.0,64.0,64.0,298,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695.0,3992,4687,workingday,musim_dingin,October
299,2011-10-26,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0.0,40.0,40.0,299,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404.0,3490,3894,workingday,musim_dingin,October
300,2011-10-27,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0.0,30.0,30.0,300,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240.0,2419,2659,workingday,musim_dingin,October
301,2011-10-28,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1.0,14.0,15.0,301,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456.0,3291,3747,workingday,musim_dingin,October
302,2011-10-29,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0.0,14.0,14.0,302,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57.0,570,627,holiday,musim_dingin,October
303,2011-10-30,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0.0,5.0,5.0,303,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885.0,2446,3331,holiday,musim_dingin,October
304,2011-10-31,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0.0,1.0,1.0,304,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362.0,3307,3669,workingday,musim_dingin,October
305,2011-11-01,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0.0,1.0,1.0,305,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410.0,3658,4068,workingday,musim_dingin,November
306,2011-11-02,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0.0,8.0,8.0,306,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370.0,3816,4186,workingday,musim_dingin,November
307,2011-11-03,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0.0,17.0,17.0,307,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318.0,3656,3974,workingday,musim_dingin,November
308,2011-11-04,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0.0,70.0,70.0,308,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470.0,3576,4046,workingday,musim_dingin,November
309,2011-11-05,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2.0,156.0,158.0,309,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156.0,2770,3926,holiday,musim_dingin,November
310,2011-11-06,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0.0,117.0,117.0,310,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952.0,2697,3649,holiday,musim_dingin,November
311,2011-11-07,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4.0,40.0,44.0,311,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373.0,3662,4035,workingday,musim_dingin,November
312,2011-11-08,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6.0,47.0,53.0,312,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376.0,3829,4205,workingday,musim_dingin,November
313,2011-11-09,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2.0,59.0,61.0,313,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305.0,3804,4109,workingday,musim_dingin,November
314,2011-11-10,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4.0,73.0,77.0,314,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190.0,2743,2933,workingday,musim_dingin,November
315,2011-11-11,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5.0,59.0,64.0,315,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440.0,2928,3368,holiday,musim_dingin,November
316,2011-11-12,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9.0,59.0,68.0,316,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275.0,2792,4067,holiday,musim_dingin,November
317,2011-11-13,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3.0,87.0,90.0,317,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004.0,2713,3717,holiday,musim_dingin,November
318,2011-11-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4.0,155.0,159.0,318,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595.0,3891,4486,workingday,musim_dingin,November
319,2011-11-15,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5.0,134.0,139.0,319,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449.0,3746,4195,workingday,musim_dingin,November
320,2011-11-16,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3.0,89.0,92.0,320,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145.0,1672,1817,workingday,musim_dingin,November
321,2011-11-17,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0.0,68.0,68.0,321,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139.0,2914,3053,workingday,musim_dingin,November
322,2011-11-18,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4.0,48.0,52.0,322,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245.0,3147,3392,workingday,musim_dingin,November
323,2011-11-19,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2.0,34.0,36.0,323,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943.0,2720,3663,holiday,musim_dingin,November
324,2011-11-20,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1.0,26.0,27.0,324,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787.0,2733,3520,holiday,musim_dingin,November
325,2011-11-21,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3.0,25.0,28.0,325,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220.0,2545,2765,workingday,musim_dingin,November
326,2011-11-22,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2.0,18.0,20.0,326,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69.0,1538,1607,workingday,musim_dingin,November
327,2011-11-23,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0.0,12.0,12.0,327,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112.0,2454,2566,workingday,musim_dingin,November
328,2011-11-24,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1.0,7.0,8.0,328,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560.0,935,1495,holiday,musim_dingin,November
329,2011-11-25,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0.0,5.0,5.0,329,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095.0,1697,2792,workingday,musim_dingin,November
330,2011-11-26,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0.0,1.0,1.0,330,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249.0,1819,3068,holiday,musim_dingin,November
331,2011-11-27,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0,331,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810.0,2261,3071,holiday,musim_dingin,November
332,2011-11-28,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1.0,9.0,10.0,332,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253.0,3614,3867,workingday,musim_dingin,November
333,2011-11-29,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1.0,22.0,23.0,333,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96.0,2818,2914,workingday,musim_dingin,November
334,2011-11-30,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2.0,31.0,33.0,334,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188.0,3425,3613,workingday,musim_dingin,November
335,2011-12-01,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2.0,57.0,59.0,335,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182.0,3545,3727,workingday,musim_dingin,December
336,2011-12-02,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18.0,54.0,72.0,336,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268.0,3672,3940,workingday,musim_dingin,December
337,2011-12-03,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15.0,74.0,89.0,337,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706.0,2908,3614,holiday,musim_dingin,December
338,2011-12-04,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21.0,80.0,101.0,338,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634.0,2851,3485,holiday,musim_dingin,December
339,2011-12-05,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26.0,92.0,118.0,339,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233.0,3578,3811,workingday,musim_dingin,December
340,2011-12-06,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21.0,108.0,129.0,340,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126.0,2468,2594,workingday,musim_dingin,December
341,2011-12-07,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33.0,95.0,128.0,341,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50.0,655,705,workingday,musim_dingin,December
342,2011-12-08,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29.0,54.0,83.0,342,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150.0,3172,3322,workingday,musim_dingin,December
343,2011-12-09,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15.0,69.0,84.0,343,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261.0,3359,3620,workingday,musim_dingin,December
344,2011-12-10,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14.0,60.0,74.0,344,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502.0,2688,3190,holiday,musim_dingin,December
345,2011-12-11,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6.0,35.0,41.0,345,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377.0,2366,2743,holiday,musim_dingin,December
346,2011-12-12,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6.0,51.0,57.0,346,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143.0,3167,3310,workingday,musim_dingin,December
347,2011-12-13,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0.0,26.0,26.0,347,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155.0,3368,3523,workingday,musim_dingin,December
348,2011-12-14,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5.0,39.0,44.0,348,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178.0,3562,3740,workingday,musim_dingin,December
349,2011-12-15,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6.0,33.0,39.0,349,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181.0,3528,3709,workingday,musim_dingin,December
350,2011-12-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4.0,19.0,23.0,350,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178.0,3399,3577,workingday,musim_dingin,December
351,2011-12-17,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3.0,13.0,16.0,351,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275.0,2464,2739,holiday,musim_dingin,December
352,2011-12-18,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9.0,6.0,15.0,352,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220.0,2211,2431,holiday,musim_dingin,December
353,2011-12-19,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,353,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260.0,3143,3403,workingday,musim_dingin,December
354,2011-12-20,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1.0,1.0,2.0,354,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216.0,3534,3750,workingday,musim_dingin,December
355,2011-12-21,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107.0,2553,2660,workingday,musim_semi,December
356,2011-12-22,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0.0,3.0,3.0,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227.0,2841,3068,workingday,musim_semi,December
357,2011-12-23,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0.0,18.0,18.0,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163.0,2046,2209,workingday,musim_semi,December
358,2011-12-24,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3.0,29.0,32.0,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155.0,856,1011,holiday,musim_semi,December
359,2011-12-25,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8.0,71.0,79.0,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303.0,451,754,holiday,musim_semi,December
360,2011-12-26,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23.0,70.0,93.0,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430.0,887,1317,holiday,musim_semi,December
361,2011-12-27,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29.0,75.0,104.0,361,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103.0,1059,1162,workingday,musim_semi,December
362,2011-12-28,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23.0,95.0,118.0,362,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255.0,2047,2302,workingday,musim_semi,December
